code," eng_desc"," viet_desc"," image"," alternative_code"
FB756R,"COOLEY ATRAUMATA® Patent-Ductus Clamp, angled, 60 °, 185 mm (7 1/4""), toothing COOLEY, jaw length: 82 mm, width: 66 mm, for pediatrics","Kẹp mạch máu không chấn thương Cooley Atraumata, dùng cho trẻ em, gập góc 60°, ngàm có răng Cooley, dài 185mm, ngàm dài 70mm",https://products.api.bbraun.io/api/image/FB756R?countryISOCode=01,99-999-99-99
FB764R,"COOLEY ATRAUMATA® Aorta Clamp, curved, 310 mm (12 1/4""), S-shaped, toothing COOLEY, jaw length: 115 mm","Kẹp động mạch chủ không chấn thương Cooley Atraumata, cong, hình chữ S, ngàm có răng Cooley, dài 320mm, ngàm dài 115mm",https://products.api.bbraun.io/api/image/FB764R?countryISOCode=01,24-354-32-07
FB765R,"COOLEY ATRAUMATA® Vascular Clamp, curved, 280 mm (11""), toothing COOLEY, jaw length: 82 mm","Kẹp đa năng không chấn thương Cooley Atraumata, cong, ngàm có răng Cooley, dài 285mm, ngàm dài 82mm",https://products.api.bbraun.io/api/image/FB765R?countryISOCode=01,99-999-99-99
FB766R,"COOLEY ATRAUMATA® Patent-Ductus Clamp, angled, 225 mm (8 7/8""), toothing COOLEY, jaw length: 68 mm","Kẹp mạch máu không chấn thương Cooley Atraumata, gập góc, ngàm có răng Cooley, dài 225mm, ngàm dài 68mm",https://products.api.bbraun.io/api/image/FB766R?countryISOCode=01,24-467-21-07
FB767R,"COOLEY ATRAUMATA® Patent-Ductus Clamp, angled, 270 mm (10 5/8""), toothing COOLEY, jaw length: 75 mm","Kẹp mạch máu không chấn thương Cooley Atraumata, gập góc, ngàm có răng Cooley, dài 270mm, ngàm dài 75mm",https://products.api.bbraun.io/api/image/FB767R?countryISOCode=01,24-437-25-07
FB773R,"COOLEY ATRAUMATA® Vascular Clamp, angled, 260 mm (10 1/4""), satinsky-shaped, toothing COOLEY, jaw length: 56 mm, width: 58 mm","Kẹp mạch máu Cooley Atraumata, gập góc dạng Satinsky, ngàm có răng Cooley, dài 260mm, ngàm dài 58mm",https://products.api.bbraun.io/api/image/FB773R?countryISOCode=01,24-354-26-07
FB775R,"PARRY-COOLEY ATRAUMATA® Vascular Clamp, angled, 285 mm (11 1/4""), satinsky-shaped, toothing COOLEY, jaw length: 70 mm","Kẹp mạch máu Parry-Cooley Atraumata, cong dạng Satinsky, ngàm có răng Cooley, dài 295mm, ngàm dài 70mm",https://products.api.bbraun.io/api/image/FB775R?countryISOCode=01,24-469-26-07
FB776R,"COOLEY ATRAUMATA® Vascular Clamp, angled, 200 mm (7 7/8""), satinsky-shaped, toothing COOLEY, jaw length: 31 mm","Kẹp mạch máu Cooley Atraumata, cong dạng Satinsky, ngàm có răng Cooley, dài 205mm, ngàm dài 31mm",https://products.api.bbraun.io/api/image/FB776R?countryISOCode=01,24-478-21-07
FB777R,"COOLEY ATRAUMATA® Vascular Clamp, angled, 47 °, 255 mm (10""), satinsky-shaped, toothing COOLEY, jaw length: 44 mm","Kẹp mạch máu Cooley Atraumata, cong dạng Satinsky, ngàm có răng Cooley, dài 260mm, ngàm dài 44mm",https://products.api.bbraun.io/api/image/FB777R?countryISOCode=01,24-420-25-07
FB778R,"COOLEY ATRAUMATA® Vascular Clamp, angled, 46 °, 255 mm (10""), satinsky-shaped, toothing COOLEY, jaw length: 50 mm","Kẹp mạch máu Cooley Atraumata, cong dạng Satinsky, ngàm có răng Cooley, dài 265mm, ngàm dài 50mm",https://products.api.bbraun.io/api/image/FB778R?countryISOCode=01,24-475-26-07
FB779R,"COOLEY ATRAUMATA® Vascular Clamp, angled, 50 °, 255 mm (10""), satinsky-shaped, toothing COOLEY, jaw length: 63 mm","Kẹp mạch máu Cooley Atraumata, cong dạng Satinsky, ngàm có răng Cooley, dài 265mm, ngàm dài 63mm",https://products.api.bbraun.io/api/image/FB779R?countryISOCode=01,24-475-27-07
FB780R,"COOLEY ATRAUMATA® Vascular Clamp, angled, 56 °, 260 mm (10 1/4""), satinsky-shaped, toothing COOLEY, jaw length: 78 mm","Kẹp mạch máu Cooley Atraumata, cong dạng Satinsky, ngàm có răng Cooley, dài 275mm, ngàm dài 78mm",https://products.api.bbraun.io/api/image/FB780R?countryISOCode=01,24-475-28-07
FB784R,"COOLEY ATRAUMATA® Atraumatic Forceps, straight, 150 mm (6""), jaw width 1.50 mm, toothing COOLEY","Kẹp phẫu tích không chấn thương Cooley Atraumata, thẳng, ngàm có răng Cooley, dài 150mm, ngàm rộng 1,50mm",https://products.api.bbraun.io/api/image/FB784R?countryISOCode=01,24-464-16-07
FB785R,"COOLEY ATRAUMATA® Atraumatic Forceps, straight, 200 mm (7 7/8""), jaw width 2 mm, toothing COOLEY","Kẹp phẫu tích không chấn thương Cooley Atraumata, thẳng, ngàm có răng Cooley, dài 200mm, ngàm rộng 2mm",https://products.api.bbraun.io/api/image/FB785R?countryISOCode=01,24-464-20-07
FB786R,"COOLEY ATRAUMATA® Atraumatic Forceps, straight, 240 mm (9 1/2""), jaw width 2.30 mm, toothing COOLEY","Kẹp phẫu tích không chấn thương Cooley Atraumata, thẳng, ngàm có răng Cooley, dài 240mm, ngàm rộng 2,30mm",https://products.api.bbraun.io/api/image/FB786R?countryISOCode=01,99-999-99-99
FB795R,"LEITZ ATRAUMATA® Vascular Clamp, angled, 75 °, 200 mm (7 7/8""), toothing COOLEY, jaw length: 43 mm","Kẹp mạch máu không chấn thương Leitz Atraumata, cong, ngàm có răng Cooley, dài 205mm, ngàm dài 43mm",https://products.api.bbraun.io/api/image/FB795R?countryISOCode=01,99-999-99-99
FB800R,None,"TUFFIER Sternum/Rib Retractor, 125 mm (5""), toothed, jaw depth: 53 mm, jaw width 43 mm",https://products.api.bbraun.io/api/image/FB800R?countryISOCode=01,24-174-02-07
FB802R,None,"FINOCHIETTO Sternum/Rib Retractor, 170 mm (6 3/4""), jaw depth: 45 mm, jaw width 45 mm",https://products.api.bbraun.io/api/image/FB802R?countryISOCode=01,24-178-01-07
FB803R,None,"FINOCHIETTO Sternum/Rib Retractor, 200 mm (7 7/8""), jaw depth: 44 mm, jaw width 65 mm",https://products.api.bbraun.io/api/image/FB803R?countryISOCode=01,24-178-02-07
FB804R,None,"FINOCHIETTO Sternum/Rib Retractor, 220 mm (8 3/4""), jaw depth: 65 mm, jaw width 65 mm",https://products.api.bbraun.io/api/image/FB804R?countryISOCode=01,24-178-03-07
FB805R,None,"FINOCHIETTO-BURFORD Sternum/Rib Retractor, complete retractor, 220 mm (8 3/4""), cons. of FB806R, FB807R, Set",https://products.api.bbraun.io/api/image/FB805R?countryISOCode=01,24-165-01-04
FB808R,None,"DE BAKEY Sternum/Rib Retractor, complete retractor, 180 mm (7""), cons. of FB812R, FB810R, FB809R, FB811R",https://products.api.bbraun.io/api/image/FB808R?countryISOCode=01,24-179-00-07
FB809R,None,"DE BAKEY Sternum/Rib Retractor, frame only, 180 mm (7"")",https://products.api.bbraun.io/api/image/FB809R?countryISOCode=01,24-179-01-07
FB810R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 30 mm, jaw width 30 mm",https://products.api.bbraun.io/api/image/FB810R?countryISOCode=01,24-179-02-07
FB811R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 40 mm, jaw width 40 mm",https://products.api.bbraun.io/api/image/FB811R?countryISOCode=01,24-179-03-07
FB812R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 50 mm, jaw width 50 mm",https://products.api.bbraun.io/api/image/FB812R?countryISOCode=01,24-179-04-07
FB813R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 50 mm, jaw width 66 mm",https://products.api.bbraun.io/api/image/FB813R?countryISOCode=01,24-180-06-07
FB814R,None,"DE BAKEY Sternum/Rib Retractor, complete retractor, 225 mm (8 7/8""), cons. of FB816R, FB815R, FB817R, FB818R, Set",https://products.api.bbraun.io/api/image/FB814R?countryISOCode=01,24-180-00-07
FB815R,None,"DE BAKEY Sternum/Rib Retractor, frame only, 225 mm (8 7/8"")",https://products.api.bbraun.io/api/image/FB815R?countryISOCode=01,24-180-01-07
FB816R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 60 mm, jaw width 60 mm",https://products.api.bbraun.io/api/image/FB816R?countryISOCode=01,24-180-02-07
FB817R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 50 mm, jaw width 80 mm",https://products.api.bbraun.io/api/image/FB817R?countryISOCode=01,24-180-03-07
FB818R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 40 mm, jaw width 100 mm",https://products.api.bbraun.io/api/image/FB818R?countryISOCode=01,24-180-04-07
FB819R,None,"DE BAKEY Sternum/Rib Retractor, pair of blades, jaw depth: 80 mm, jaw width 60 mm",https://products.api.bbraun.io/api/image/FB819R?countryISOCode=01,24-180-05-07
FB830R,None,"FINOCHIETTO Sternum/Rib Retractor, 75 mm (3""), jaw depth: 18 mm, jaw width 21 mm, for infants",https://products.api.bbraun.io/api/image/FB830R?countryISOCode=01,24-177-75-07
FB835R,None,"HAIGHT Sternum/Rib Retractor, 100 mm (4""), jaw depth: 30 mm, jaw width 30 mm",https://products.api.bbraun.io/api/image/FB835R?countryISOCode=01,24-168-90-07
FB836R,None,"FINOCHIETTO Sternum/Rib Retractor, 140 mm (5 1/2""), jaw depth: 28 mm, jaw width 32 mm",https://products.api.bbraun.io/api/image/FB836R?countryISOCode=01,24-162-01-04
FB840R,None,"SELLORS Sternum/Rib Retractor, 200 mm (7 7/8""), rotatable blades, jaw depth: 17 mm, jaw width 18 mm",https://products.api.bbraun.io/api/image/FB840R?countryISOCode=01,24-224-16-07
FB841R,None,"BAILEY Sternum/Rib Retractor, 200 mm (7 7/8""), jaw depth: 22 mm, jaw width 15 mm, for children",https://products.api.bbraun.io/api/image/FB841R?countryISOCode=01,24-224-16-07
FB842R,None,"BAILEY Sternum/Rib Retractor, 200 mm (7 7/8""), jaw depth: 32 mm, jaw width 15 mm, for adults",https://products.api.bbraun.io/api/image/FB842R?countryISOCode=01,24-226-16-07
FB844R,None,"BAILEY Sternum/Rib Retractor, 150 mm (6""), jaw depth: 18 mm, jaw width 13 mm",https://products.api.bbraun.io/api/image/FB844R?countryISOCode=01,24-220-14-07
FB846R,None,"MORSE Sternum/Rib Retractor, 190 mm (7 1/2""), w/movable double blades, jaw depth: 23 mm, jaw width 29 mm, for adults",https://products.api.bbraun.io/api/image/FB846R?countryISOCode=01,24-170-00-07
FB850R,None,"COOLEY Sternum/Rib Retractor, 180 mm (7""), jaw depth: 32 mm, jaw width 50 mm, for adults",https://products.api.bbraun.io/api/image/FB850R?countryISOCode=01,24-160-05-07
FB851R,None,"COOLEY Sternum/Rib Retractor, 140 mm (5 1/2""), jaw depth: 21 mm, jaw width 45 mm, for children",https://products.api.bbraun.io/api/image/FB851R?countryISOCode=01,24-160-03-04
FB852R,None,"STRUCK Sternum/Rib Retractor, complete retractor, 80 mm (3 1/8""), cons. of FB853R, FB857R, FB858R",https://products.api.bbraun.io/api/image/FB852R?countryISOCode=01,24-159-01-09
FB854R,None,"STRUCK Sternum/Rib Retractor, pair of blades, jaw depth: 10 mm, jaw width 10 mm, for infants",https://products.api.bbraun.io/api/image/FB854R?countryISOCode=01,24-159-03-09
FB856R,None,"STRUCK Sternum/Rib Retractor, pair of blades, jaw depth: 10 mm, jaw width 20 mm, for infants",https://products.api.bbraun.io/api/image/FB856R?countryISOCode=01,24-159-02-09
FB860R,None,"COOLEY Atrium Retractor, 280 mm (11""), jaw depth: 45 mm, jaw width 48 mm",https://products.api.bbraun.io/api/image/FB860R?countryISOCode=01,15-593-01-01
FB861R,None,"COOLEY Atrium Retractor, 270 mm (10 5/8""), serrated, jaw depth: 45 mm, jaw width 48 mm",https://products.api.bbraun.io/api/image/FB861R?countryISOCode=01,15-593-02-01
FB862R,None,"COOLEY Atrium Retractor, 280 mm (11""), jaw depth: 25 mm, jaw width 46 mm",https://products.api.bbraun.io/api/image/FB862R?countryISOCode=01,15-593-03-01
FB870R,"Rib Shears, straight, sharp/blunt, 230 mm (9"")","Dụng cụ cắt xương sườn, thẳng, đầu nhọn/tù, dài 230mm",https://products.api.bbraun.io/api/image/FB870R?countryISOCode=01,24-101-22-07
FB873R,"GLUCK Rib Shears, straight, sharp/blunt, 190 mm (7 1/2"")","Dụng cụ cắt xương sườn Gluck, thẳng, đầu nhọn/tù, dài 190mm",https://products.api.bbraun.io/api/image/FB873R?countryISOCode=01,24-107-22-07
FB878R,"BETHUNE Rib Shears, curved, 340 mm (13 3/8"")","Dụng cụ cắt xương sườn Bethune, cong, dài 340mm",https://products.api.bbraun.io/api/image/FB878R?countryISOCode=01,24-126-34-07
FB881R,"SAUERBRUCH Rib Shears, straight, for children, 240 mm (9 1/2"")","Dụng cụ cắt xương sườn Sauerbruch, cho trẻ em, dài 240mm",https://products.api.bbraun.io/api/image/FB881R?countryISOCode=01,99-999-99-99
FB882R,"SAUERBRUCH Rib Shears, straight, for adults, 270 mm (10 5/8"")","Dụng cụ cắt xương sườn Sauerbruch, cho người lớn, dài 270mm",https://products.api.bbraun.io/api/image/FB882R?countryISOCode=01,24-131-26-07
FB890R,"GIERTZ-STILLE Rib Shears, angled, 250 mm (9 3/4"")","Dụng cụ cắt xương sườn Giertz-Stille, gập góc, có khớp kép, dài 250mm",https://products.api.bbraun.io/api/image/FB890R?countryISOCode=01,24-137-27-07
FB892R,"BRUNNER Rib Shears, curved, universal pattern, 340 mm (13 3/8"")","Dụng cụ cắt xương sườn, loại đa năng, cong, dài 340mm",https://products.api.bbraun.io/api/image/FB892R?countryISOCode=01,24-147-28-07
FB918R,None,"LEBSCHE Sternum Chisel, straight, with handle, 250 mm (9 3/4"")",https://products.api.bbraun.io/api/image/FB918R?countryISOCode=01,24-151-24-07
FB930R,"DUVAL Grasping Forceps (Lung Grasping Forceps), straight, 230 mm (9""), jaw: toothed, fenestrated, jaw width 20 mm","Kẹp phổi Duval, thẳng, ngàm có răng nhọn, dài 230mm, ngàm rộng 20mm",https://products.api.bbraun.io/api/image/FB930R?countryISOCode=01,30-212-23-07
FB934R,"BABCOCK Intestinal Grasping Forceps (Lung Grasping Forceps), straight, 220 mm (8 3/4""), jaw: serrated (longitudinal), fenestrated, jaw width 15 mm","Kẹp phổi Babcock, thẳng, dài 220mm, ngàm rộng 15mm",https://products.api.bbraun.io/api/image/FB934R?countryISOCode=01,30-192-24-07
FB936R,"BABCOCK ATRAUMATA® Intestinal Grasping Forceps (Lung Grasping Forceps), straight, 220 mm (8 3/4""), jaw: toothing DE BAKEY, fenestrated, jaw width 14 mm","Kẹp phẫu tích mô Babcock, thẳng, ngàm có răng De Bakey, dài 220mm, ngàm rộng 14mm",https://products.api.bbraun.io/api/image/FB936R?countryISOCode=01,30-196-20-07
FB938R,"ALLIS Intestinal Grasping Forceps (Lung Grasping Forceps), straight, 220 mm (8 3/4""), jaw: toothed, jaw width 8 mm","Kẹp phẫu tích mô Allis, thẳng, ngàm có răng nhọn, dài 220mm, ngàm rộng 8mm",https://products.api.bbraun.io/api/image/FB938R?countryISOCode=01,30-150-20-07
FB940R,"BORST Vascular Clamp (Fixation Clamp), straight, 215 mm (8 1/2""), serrated (cross), jaw length: 15 mm, width: 15 mm","Kẹp cố định Borst, ngàm có răng 15x15, dài 215mm",https://products.api.bbraun.io/api/image/FB940R?countryISOCode=01,99-999-99-99
FB950R,"PRICE-THOMAS Bronchus Clamp, angled, 35 °, 225 mm (8 7/8""), serrated (longitudinal)","Kẹp phế quản Price-Thomas, cong, dài 225mm",https://products.api.bbraun.io/api/image/FB950R?countryISOCode=01,24-241-22-07
FB954R,"Bronchus Clamp, angled, 90 °, 230 mm (9""), serrated (longitudinal), jaw length: 60 mm","Kẹp phế quản, gập góc 90°, dài 230mm, ngàm dài 60mm",https://products.api.bbraun.io/api/image/FB954R?countryISOCode=01,09-008-04-07
FB955R,"Bronchus Clamp, angled, 90 °, 230 mm (9""), serrated (longitudinal), jaw length: 80 mm","Kẹp phế quản, gập góc 90°, dài 230mm, ngàm dài 80mm",https://products.api.bbraun.io/api/image/FB955R?countryISOCode=01,09-008-05-07
FB956R,"DICK ATRAUMATA® Vascular Clamp, angled, 32 °, 255 mm (10""), toothing DE BAKEY","Kẹp mạch máu không chấn thương Dick Atraumata, gập góc, ngàm có răng De Bakey, khớp vít, dài 255mm",https://products.api.bbraun.io/api/image/FB956R?countryISOCode=01,99-999-99-99
FB957R,"DICK ATRAUMATA® Vascular Clamp, angled, 30 °, 265 mm (10 1/2""), toothing DE BAKEY","Kẹp mạch máu không chấn thương Dick Atraumata, gập góc, ngàm có răng De Bakey, khớp vít, dài 265mm",https://products.api.bbraun.io/api/image/FB957R?countryISOCode=01,99-999-99-99
FB958R,"DICK ATRAUMATA® Vascular Clamp, angled, 27 °, 275 mm (10 3/4""), toothing DE BAKEY","Kẹp mạch máu không chấn thương Dick Atraumata, gập góc, ngàm có răng De Bakey, khớp vít, dài 275mm",https://products.api.bbraun.io/api/image/FB958R?countryISOCode=01,99-999-99-99
FB961R,"SEMB Dissecting a. Ligature Forceps, curved, 240 mm (9 1/2""), smooth","Kẹp phẫu tích và gắp chỉ Semb, cong nhiều, dài 240mm",https://products.api.bbraun.io/api/image/FB961R?countryISOCode=01,24-267-24-07
FB971R,None,"BOROWSKI Aortic Valve Retractor, 270 mm (10 5/8""), jaw depth: 17 mm, jaw width 21 mm",https://products.api.bbraun.io/api/image/FB971R?countryISOCode=01,15-564-01-07
FB972R,None,"BOROWSKI Aortic Valve Retractor, 270 mm (10 5/8""), jaw depth: 16 mm, jaw width 23 mm",https://products.api.bbraun.io/api/image/FB972R?countryISOCode=01,15-564-02-07
FB973R,None,"BOROWSKI Aortic Valve Retractor, 270 mm (10 5/8""), jaw depth: 20 mm, jaw width 25 mm",https://products.api.bbraun.io/api/image/FB973R?countryISOCode=01,15-564-03-07
FB974R,None,"BOROWSKI Aortic Valve Retractor, 270 mm (10 5/8""), jaw depth: 24 mm, jaw width 27 mm",https://products.api.bbraun.io/api/image/FB974R?countryISOCode=01,15-564-04-07
FB975R,None,"BOROWSKI Aortic Valve Retractor, 270 mm (10 5/8""), jaw depth: 28 mm, jaw width 20 mm",https://products.api.bbraun.io/api/image/FB975R?countryISOCode=01,15-564-05-07
FB976R,None,"BOROWSKI Aortic Valve Retractor, 270 mm (10 5/8""), jaw depth: 28 mm, jaw width 29 mm",https://products.api.bbraun.io/api/image/FB976R?countryISOCode=01,15-564-06-07
FC004R,"JENKNER Tunneler, 440 mm (17 1/4""), Ø 12 mm, work. length: 400 mm, tip: conical, used with FC034R, FC030","Que nong mạch máu Jenkner, mũi hình nón, dài 400mm, đường kính 12mm",https://products.api.bbraun.io/api/image/FC004R?countryISOCode=01,99-999-99-99
FC005R,"JENKNER Tunneler, 540 mm (21 1/4""), Ø 12 mm, work. length: 500 mm, tip: conical, used with FC034R, FC030","Que nong mạch máu Jenkner, mũi hình nón, dài 500mm, đường kính 12mm",https://products.api.bbraun.io/api/image/FC005R?countryISOCode=01,99-999-99-99
FC014R,"JENKNER Tunneler, 440 mm (17 1/4""), Ø 14 mm, work. length: 400 mm, tip: conical, used with FC030, FC034R","Que nong mạch máu Jenkner, mũi hình nón, dài 400mm, đường kính 14mm",https://products.api.bbraun.io/api/image/FC014R?countryISOCode=01,99-999-99-99
FC015R,"JENKNER Tunneler, 540 mm (21 1/4""), Ø 14 mm, work. length: 500 mm, tip: conical, used with FC034R, FC030","Que nong mạch máu Jenkner, mũi hình nón, dài 500mm, đường kính 14mm",https://products.api.bbraun.io/api/image/FC015R?countryISOCode=01,99-999-99-99
FC025R,"JENKNER Tunneler, 540 mm (21 1/4""), Ø 17 mm, work. length: 500 mm, tip: conical, used with FC030, FC034R","Que nong mạch máu Jenkner, mũi hình nón, dài 500mm, đường kính 17mm",https://products.api.bbraun.io/api/image/FC025R?countryISOCode=01,99-999-99-99
FC030,"JENKNER Tunneler, handle only","Cán que nong Jenkner, sử dụng dùng FC004R - FC025R",https://products.api.bbraun.io/api/image/FC030?countryISOCode=01,99-999-99-99
FC034R,"JENKNER Tunneling Forceps, curved, 495 mm (19 1/2""), work. length: 400 mm","Kẹp Jenkner, thẳng, dài 400mm",https://products.api.bbraun.io/api/image/FC034R?countryISOCode=01,99-999-99-99
FC035R,"JENKNER Tunneling Forceps, curved, 595 mm (23 1/2""), work. length: 500 mm","Kẹp Jenkner, thẳng, dài 540mm",https://products.api.bbraun.io/api/image/FC035R?countryISOCode=01,99-999-99-99
FC040A,None,"FINOCHIETTO Sternum/Rib Retractor, 70 mm (2 3/4""), baby, jaw depth: 12 mm, jaw width 15 mm, aluminium",https://products.api.bbraun.io/api/image/FC040A?countryISOCode=01,24-161-01-04
FC041A,None,"FINOCHIETTO Sternum/Rib Retractor, 100 mm (4""), jaw depth: 28 mm, jaw width 30 mm, aluminium",https://products.api.bbraun.io/api/image/FC041A?countryISOCode=01,24-162-01-04
FC042A,None,"FINOCHIETTO Sternum/Rib Retractor, 145 mm (5 3/4""), small, jaw depth: 31 mm, jaw width 45 mm, aluminium",https://products.api.bbraun.io/api/image/FC042A?countryISOCode=01,24-163-01-04
FC043A,None,"FINOCHIETTO Sternum/Rib Retractor, 180 mm (7""), medium, jaw depth: 46 mm, jaw width 62 mm, aluminium",https://products.api.bbraun.io/api/image/FC043A?countryISOCode=01,24-163-02-04
FC044A,None,"FINOCHIETTO Sternum/Rib Retractor, 180 mm (7""), large, jaw depth: 75 mm, jaw width 65 mm, aluminium",https://products.api.bbraun.io/api/image/FC044A?countryISOCode=01,24-163-03-04
FC060R,None,None,None,24-183-01-07
FC061R,None,"Sternum/Rib/Mammaria Retractor, frame only, 140 mm (5 1/2"")",https://products.api.bbraun.io/api/image/FC061R?countryISOCode=01,24-183-02-07
FC062R,None,"Sternum/Rib/Mammaria Retractor, pair of mammaria blades, jaw depth: 33 mm, jaw width 120 mm",https://products.api.bbraun.io/api/image/FC062R?countryISOCode=01,24-183-06-07
FC063R,None,"Sternum/Rib/Mammaria Retractor, pair of sternum blades, jaw depth: 30 mm, jaw width 100 mm",https://products.api.bbraun.io/api/image/FC063R?countryISOCode=01,24-183-03-07
FC064R,None,"Sternum/Rib/Mammaria Retractor, pair of sternum blades, jaw depth: 40 mm, jaw width 100 mm",https://products.api.bbraun.io/api/image/FC064R?countryISOCode=01,24-183-04-07
FC120R,None,"HEART XS Sternum/Rib Retractor, complete retractor, 250 mm (9 3/4""), cons. of FC132R, FC136R, FC137R",https://products.api.bbraun.io/api/image/FC120R?countryISOCode=01,24-189-00-07
FC121R,None,"HEART XS Sternum/Rib Retractor, Valve Hook, 250 mm (9 3/4""), malleable, jaw length: 65 mm, jaw width 18 mm",https://products.api.bbraun.io/api/image/FC121R?countryISOCode=01,24-189-20-07
FC122R,None,"HEART XS Sternum/Rib Retractor, Valve Hook, 280 mm (11""), malleable, jaw length: 95 mm, jaw width 18 mm",https://products.api.bbraun.io/api/image/FC122R?countryISOCode=01,24-189-21-07
FC123R,None,"HEART XS Sternum/Rib Retractor, Valve Hook, 280 mm (11""), malleable, jaw length: 95 mm, jaw width 22 mm",https://products.api.bbraun.io/api/image/FC123R?countryISOCode=01,24-189-22-07
FC124R,None,"DEAVER HEART XS Sternum/Rib Retractor, Valve Hook, 250 mm (9 3/4""), malleable, jaw length: 75 mm, jaw width 25 mm",https://products.api.bbraun.io/api/image/FC124R?countryISOCode=01,24-189-23-07
FC125R,None,"COOLEY HEART XS Sternum/Rib Retractor, Atrium Retractor, 240 mm (9 1/2""), jaw depth: 60 mm, jaw width 20 mm",https://products.api.bbraun.io/api/image/FC125R?countryISOCode=01,24-189-10-07
FC126R,None,"COOLEY HEART XS Sternum/Rib Retractor, Atrium Retractor, 240 mm (9 1/2""), jaw depth: 60 mm, jaw width 35 mm",https://products.api.bbraun.io/api/image/FC126R?countryISOCode=01,24-189-11-07
FC127R,None,"COOLEY HEART XS Sternum/Rib Retractor, Atrium Retractor, 240 mm (9 1/2""), jaw depth: 60 mm, jaw width 45 mm",https://products.api.bbraun.io/api/image/FC127R?countryISOCode=01,24-189-12-07
FC131R,None,"HEART XS Sternum/Rib Retractor, blade only, fixed, jaw depth: 40 mm, jaw width 100 mm",https://products.api.bbraun.io/api/image/FC131R?countryISOCode=01,24-189-03-07
FC132R,None,"HEART XS Sternum/Rib Retractor, blade only, fixed, jaw depth: 30 mm, jaw width 100 mm",https://products.api.bbraun.io/api/image/FC132R?countryISOCode=01,24-189-02-07
FC133R,None,"HEART XS Sternum/Rib Retractor, blade only, swivel, rotatable, jaw depth: 43 mm, jaw width 28 mm",https://products.api.bbraun.io/api/image/FC133R?countryISOCode=01,24-189-05-07
FC134R,None,"HEART XS Sternum/Rib Retractor, blade only, rotatable, swivel, jaw depth: 33 mm, jaw width 28 mm",https://products.api.bbraun.io/api/image/FC134R?countryISOCode=01,24-189-04-07
FC137R,None,"HEART XS Sternum/Rib Retractor, frame only, 225 mm (8 7/8"")",https://products.api.bbraun.io/api/image/FC137R?countryISOCode=01,24-189-01-07
FC138R,None,"HEART XS Sternum/Rib Retractor, connecting clamp",https://products.api.bbraun.io/api/image/FC138R?countryISOCode=01,24-189-09-07
FC140R,None,None,None,24-185-00-07
FC141R,None,"VALVE XS Sternum/Rib Retractor, pair of blades, jaw depth: 36 mm, jaw width 36 mm",https://products.api.bbraun.io/api/image/FC141R?countryISOCode=01,24-185-04-07
FC142R,None,"VALVE XS Sternum/Rib Retractor, pair of blades, jaw depth: 53 mm, jaw width 36 mm",https://products.api.bbraun.io/api/image/FC142R?countryISOCode=01,24-185-05-07
FC143R,None,"VALVE XS Sternum/Rib Retractor, frame only, 115 mm (4 1/2""), with double joint",https://products.api.bbraun.io/api/image/FC143R?countryISOCode=01,24-185-01-07
FC145R,None,"VALVE XS Sternum/Rib Retractor, 105 mm (4 1/8""), rigid, jaw depth: 52 mm, jaw width 37 mm",https://products.api.bbraun.io/api/image/FC145R?countryISOCode=01,24-186-04-07
FC146R,None,"VALVE XS Sternum/Rib Retractor, connecting clamp, Type A",https://products.api.bbraun.io/api/image/FC146R?countryISOCode=01,24-187-02-07
FC147R,None,"VALVE XS Sternum/Rib Retractor, connecting clamp, Type B",https://products.api.bbraun.io/api/image/FC147R?countryISOCode=01,24-187-02-07
FC148R,None,"VALVE XS Sternum/Rib Retractor, connecting clamp, Type C",https://products.api.bbraun.io/api/image/FC148R?countryISOCode=01,24-187-02-07
FC149R,None,"VALVE XS Sternum/Rib Retractor, connecting clamp, Type D",https://products.api.bbraun.io/api/image/FC149R?countryISOCode=01,24-187-02-07
FC171R,None,DS-SINGLE FIRE APPLIER S 150MM 25Â°,None,99-999-99-99
FC174R,None,DS-SINGLE FIRE APPLIER S 190MM 25Â°,None,99-999-99-99
FC175R,None,DS-SINGLE FIRE APPLIER S 190MM 65Â°,None,99-999-99-99
FC177R,None,DS-SINGLE FIRE APPLIER S 280MM 25Â°,None,99-999-99-99
FC178R,None,DS-SINGLE FIRE APPLIER S 280MM 65Â°,None,99-999-99-99
FC179R,None,DS-SINGLE FIRE APPLIER S 280MM 90Â°,None,99-999-99-99
FC181R,None,DS-SINGLE FIRE APPLIER SM 150MM 25Â°,None,99-999-99-99
FC184R,None,DS-SINGLE FIRE APPLIER SM 190MM 25Â°,None,99-999-99-99
FC185R,None,DS-SINGLE FIRE APPLIER SM 190MM 65Â°,None,99-999-99-99
FC187R,None,DS-SINGLE FIRE APPLIER SM 280MM 25Â°,None,99-999-99-99
FC188R,None,DS-SINGLE FIRE APPLIER SM 280MM 65Â°,None,99-999-99-99
