code," eng_desc"," viet_desc"," image"," alternative_code"
FC191R,None,DS-SINGLE FIRE APPLIER M 150MM 25Â°,None,99-999-99-99
FC194R,None,DS-SINGLE FIRE APPLIER M 190MM 25Â°,None,99-999-99-99
FC195R,None,DS-SINGLE FIRE APPLIER M 190MM 65Â°,None,99-999-99-99
FC196R,None,DS-SINGLE FIRE APPLIER M 190MM 90Â°,None,99-999-99-99
FC197R,None,DS-SINGLE FIRE APPLIER M 280MM 25Â°,None,99-999-99-99
FC198R,DS-SINGLE FIRE APPLIER M 280MM 65°,None,None,99-999-99-99
FC199R,None,DS-SINGLE FIRE APPLIER M 280MM 90Â°,None,99-999-99-99
FC204R,None,DS-SINGLE FIRE APPLIER ML 190MM 25Â°,None,99-999-99-99
FC205R,None,DS-SINGLE FIRE APPLIER ML 190MM 65Â°,None,99-999-99-99
FC206R,None,DS-SINGLE FIRE APPLIER ML 190MM 90Â°,None,99-999-99-99
FC207R,None,DS-SINGLE FIRE APPLIER ML 280MM 25Â°,None,99-999-99-99
FC208R,None,DS-SINGLE FIRE APPLIER ML 280MM 65Â°,None,99-999-99-99
FC209R,None,DS-SINGLE FIRE APPLIER ML 280MM 90Â°,None,99-999-99-99
FC214R,None,DS-SINGLE FIRE APPLIER L 190MM 25Â°,None,99-999-99-99
FC215R,None,DS-SINGLE FIRE APPLIER L 190MM 65Â°,None,99-999-99-99
FC216R,None,DS-SINGLE FIRE APPLIER L 190MM 90Â°,None,99-999-99-99
FC217R,None,DS-SINGLE FIRE APPLIER L 280MM 25Â°,None,99-999-99-99
FC218R,None,DS-SINGLE FIRE APPLIER L 280MM 65Â°,None,99-999-99-99
FC219R,None,DS-SINGLE FIRE APPLIER L 280MM 90Â°,None,99-999-99-99
FC230R,None,DS-SINGLE FIRE APPLIER XL 280MM 25Â°,None,99-999-99-99
FC231R,None,DS-SINGLE FIRE APPLIER XL 280MM 65Â°,None,99-999-99-99
FC265R,None,"VALVE XS Dissecting Scissors, curved, 15 °, 370 mm (14 1/2""), work. length: 235 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC265R?countryISOCode=01,24-599-02-04
FC266R,None,"VALVE XS Dissecting Scissors, curved, 30 °, 370 mm (14 1/2""), work. length: 235 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC266R?countryISOCode=01,24-599-05-04
FC267R,None,"VALVE XS Dissecting Scissors, curved, 30 °, 360 mm (14 1/4""), work. length: 220 mm, Ø 5 mm, jaw length: 10 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC267R?countryISOCode=01,24-599-11-04
FC268R,None,"VALVE XS Dissecting Scissors, curved, 70 °, 370 mm (14 1/2""), work. length: 230 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC268R?countryISOCode=01,24-599-08-04
FC269R,None,"POTTS-DIETHRICH VALVE XS Dissecting Scissors, angled, 45 °, 355 mm (14""), work. length: 215 mm, Ø 3.50 mm, jaw length: 13 mm, sharp/sharp",https://products.api.bbraun.io/api/image/FC269R?countryISOCode=01,24-599-14-04
FC271R,None,None,None,24-599-17-04
FC275R,None,"VALVE XS Needle Holder, TC, straight, 365 mm (14 3/8""), Ø 5 mm, work. length: 225 mm, jaw: serrated, jaw length: 8 mm, jaw width 3 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC275R?countryISOCode=01,24-599-21-04
FC276R,None,"VALVE XS Needle Holder, TC, curved, 365 mm (14 3/8""), Ø 5 mm, work. length: 225 mm, jaw: serrated, jaw length: 8 mm, jaw width 3 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC276R?countryISOCode=01,24-599-24-04
FC277R,None,"VALVE XS Needle Holder, TC, curved, 365 mm (14 3/8""), Ø 5 mm, work. length: 225 mm, jaw: serrated, jaw length: 8 mm, jaw width 2 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC277R?countryISOCode=01,24-599-31-04
FC278R,None,"VALVE XS Needle Holder, TC, straight, 365 mm (14 3/8""), Ø 5 mm, work. length: 225 mm, jaw: serrated, RYDER type, jaw length: 7 mm, jaw width 1.50 mm, round handle, with ratchet, for suture up to 5/0",https://products.api.bbraun.io/api/image/FC278R?countryISOCode=01,24-599-27-04
FC279R,None,"VALVE XS Needle Holder, TC, curved, 360 mm (14 1/4""), Ø 2.70 mm, work. length: 220 mm, jaw: serrated, mini-jaw, jaw length: 6 mm, jaw width 1.50 mm, round handle, with ratchet, for suture up to 5/0",https://products.api.bbraun.io/api/image/FC279R?countryISOCode=01,24-599-34-04
FC285R,None,"VALVE XS Atraumatic Forceps, straight, 365 mm (14 3/8""), with tubular shaft, work. length: 230 mm, shaft Ø: 5 mm, jaw length: 11 mm, jaw width 1.50 mm, toothing DE BAKEY, double-action",https://products.api.bbraun.io/api/image/FC285R?countryISOCode=01,24-599-44-04
FC286R,None,"VALVE XS Atraumatic Forceps, angled upwards, 45 °, 365 mm (14 3/8""), with tubular shaft, work. length: 230 mm, shaft Ø: 5 mm, jaw length: 15 mm, jaw width 1.50 mm, toothing DE BAKEY, single-action",https://products.api.bbraun.io/api/image/FC286R?countryISOCode=01,24-599-64-04
FC288R,None,"VALVE XS Grasping Forceps, straight, 370 mm (14 1/2""), with tubular shaft, work. length: 230 mm, shaft Ø: 5 mm, jaw length: 16 mm, jaw width 3 mm, toothing RESANO, single-action",https://products.api.bbraun.io/api/image/FC288R?countryISOCode=01,24-599-56-04
FC289R,None,"VALVE XS Atraumatic Forceps, straight, 370 mm (14 1/2""), with tubular shaft, work. length: 230 mm, shaft Ø: 5 mm, jaw length: 11 mm, jaw width 2.80 mm, toothing DE BAKEY, double-action",https://products.api.bbraun.io/api/image/FC289R?countryISOCode=01,24-599-47-04
FC290R,None,"VALVE XS Atraumatic Forceps, straight, 365 mm (14 3/8""), with tubular shaft, malleable shaft, work. length: 230 mm, shaft Ø: 3 mm, jaw length: 11 mm, jaw width 1.50 mm, toothing DE BAKEY, double-action",https://products.api.bbraun.io/api/image/FC290R?countryISOCode=01,24-599-50-04
FC291R,None,None,None,24-599-41-04
FC292R,None,"VALVE XS Knot Pusher Forceps, angled, 45 °, 370 mm (14 1/2""), work. length: 230 mm, shaft Ø: 5 mm, jaw width 4.20 mm, single-action",https://products.api.bbraun.io/api/image/FC292R?countryISOCode=01,24-599-61-04
FC295R,None,"VALVE XS Aorta Clamp, curved, 330 mm (13""), work. length: 230 mm, jaw length: 60 mm, jaw width 2.80 mm, toothing DE BAKEY",https://products.api.bbraun.io/api/image/FC295R?countryISOCode=01,24-599-92-07
FC296R,None,"VALVE XS Aorta Clamp, curved, 290 mm (11 1/2""), work. length: 190 mm, jaw length: 60 mm, jaw width 2.80 mm, toothing DE BAKEY",https://products.api.bbraun.io/api/image/FC296R?countryISOCode=01,24-599-91-07
FC297R,None,"VALVE XS Aorta Clamp, curved, 360 mm (14 1/4""), work. length: 260 mm, jaw length: 85 mm, jaw width 4.80 mm, toothing DE BAKEY",https://products.api.bbraun.io/api/image/FC297R?countryISOCode=01,24-599-93-07
FC298R,None,"VALVE XS Rongeur, straight, 370 mm (14 1/2""), work. length: 290 mm, blade length: 10 mm, jaw width 3 mm",https://products.api.bbraun.io/api/image/FC298R?countryISOCode=01,24-981-14-07
FC300R,"ATRAUMATA® Vascular Clamp, straight, 150 mm (6""), toothing DE BAKEY, jaw length: 30 mm","Kẹp mạch máu không chấn thương Atraumata, thẳng, ngàm có răng De Bakey, dài 150mm, ngàm dài 30mm",https://products.api.bbraun.io/api/image/FC300R?countryISOCode=01,24-336-00-07
FC301R,"ATRAUMATA® Vascular Clamp, angled, 15 °, 150 mm (6""), toothing DE BAKEY, jaw length: 30 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 15°, ngàm có răng De Bakey, dài 150mm, ngàm dài 30mm",https://products.api.bbraun.io/api/image/FC301R?countryISOCode=01,24-336-15-07
FC302R,"ATRAUMATA® Vascular Clamp, angled, 30 °, 145 mm (5 3/4""), toothing DE BAKEY, jaw length: 30 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 30°, ngàm có răng De Bakey, dài 150mm, ngàm dài 30mm",https://products.api.bbraun.io/api/image/FC302R?countryISOCode=01,24-336-30-07
FC303R,"ATRAUMATA® Vascular Clamp, angled, 45 °, 140 mm (5 1/2""), toothing DE BAKEY, jaw length: 30 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 45°, ngàm có răng De Bakey, dài 145mm, ngàm dài 30mm",https://products.api.bbraun.io/api/image/FC303R?countryISOCode=01,24-336-45-07
FC304R,"ATRAUMATA® Vascular Clamp, angled, 90 °, 125 mm (5""), toothing DE BAKEY, jaw length: 30 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 90°, ngàm có răng De Bakey, dài 130mm, ngàm dài 30mm",https://products.api.bbraun.io/api/image/FC304R?countryISOCode=01,24-336-90-07
FC310R,"ATRAUMATA® Vascular Clamp (Multi Purpose Clamp), straight, 170 mm (6 3/4""), toothing DE BAKEY, jaw length: 50 mm","Kẹp đa năng không chấn thương Atraumata, thẳng, ngàm có răng De Bakey, dài 170mm, ngàm dài 50mm",https://products.api.bbraun.io/api/image/FC310R?countryISOCode=01,24-338-00-07
FC311R,"ATRAUMATA® Vascular Clamp, angled, 15 °, 170 mm (6 3/4""), toothing DE BAKEY, jaw length: 50 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 15°, ngàm có răng De Bakey, dài 170mm, ngàm dài 50mm",https://products.api.bbraun.io/api/image/FC311R?countryISOCode=01,24-338-15-07
FC312R,"ATRAUMATA® Vascular Clamp, angled, 30 °, 165 mm (6 1/2""), toothing DE BAKEY, jaw length: 50 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 30°, ngàm có răng De Bakey, dài 170mm, ngàm dài 50mm",https://products.api.bbraun.io/api/image/FC312R?countryISOCode=01,24-338-30-07
FC313R,"ATRAUMATA® Vascular Clamp, angled, 45 °, 155 mm (6 1/8""), toothing DE BAKEY, jaw length: 50 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 45°, ngàm có răng De Bakey, dài 160mm, ngàm dài 50mm",https://products.api.bbraun.io/api/image/FC313R?countryISOCode=01,24-338-45-07
FC314R,"ATRAUMATA® Vascular Clamp, angled, 90 °, 125 mm (5""), toothing DE BAKEY, jaw length: 50 mm","Kẹp mạch máu không chấn thương Atraumata, gập góc 90°, ngàm có răng De Bakey, dài 135mm, ngàm dài 50mm",https://products.api.bbraun.io/api/image/FC314R?countryISOCode=01,24-338-90-07
FC326T,None,"LAMBERT-KAY ATRAUMATA® Vascular Clamp, curved, 195 mm (7 3/4""), toothing DE BAKEY, width: 45 mm",https://products.api.bbraun.io/api/image/FC326T?countryISOCode=01,24-462-48-09
FC327T,None,"DE BAKEY ATRAUMATA® Vascular Clamp, curved, 320 mm (12 1/2""), toothing DE BAKEY, jaw length: 130 mm, width: 30 mm",https://products.api.bbraun.io/api/image/FC327T?countryISOCode=01,24-462-62-09
FC328T,None,"DE BAKEY ATRAUMATA® Vascular Clamp, curved, 330 mm (13""), toothing DE BAKEY, jaw length: 140 mm, width: 30 mm",https://products.api.bbraun.io/api/image/FC328T?countryISOCode=01,24-462-63-09
FC334T,None,"DE BAKEY-SATINSKY ATRAUMATA® Vascular Clamp, curved, 250 mm (9 3/4""), toothing DE BAKEY, jaw length: 55 mm",https://products.api.bbraun.io/api/image/FC334T?countryISOCode=01,24-462-45-09
FC335T,None,"DE BAKEY-SATINSKY ATRAUMATA® Vascular Clamp, curved, 245 mm (9 5/8""), toothing DE BAKEY, jaw length: 50 mm",https://products.api.bbraun.io/api/image/FC335T?countryISOCode=01,24-462-44-09
FC336T,None,"DE BAKEY-SATINSKY ATRAUMATA® Vascular Clamp, curved, 200 mm (7 7/8""), toothing DE BAKEY, jaw length: 40 mm",https://products.api.bbraun.io/api/image/FC336T?countryISOCode=01,24-462-43-09
FC339T,None,"ATRAUMATA® Vascular Clamp, angled, 45 °, 140 mm (5 1/2""), toothing DE BAKEY, jaw length: 30 mm",https://products.api.bbraun.io/api/image/FC303R?countryISOCode=01,24-581-02-09
FC340T,None,None,None,24-581-02-09
FC341T,None,None,None,24-581-03-09
FC342T,None,None,None,24-581-04-09
FC343T,None,None,None,24-581-05-09
FC350R,None,"VALVE XS Nerve- and Vessel Hook, 385 mm (15 1/4""), jaw depth: 4.50 mm, bulb-headed tip",https://products.api.bbraun.io/api/image/FC350R?countryISOCode=01,24-599-72-09
FC351R,None,"VALVE XS Nerve- and Vessel Hook, 385 mm (15 1/4""), delicate, jaw depth: 5 mm",https://products.api.bbraun.io/api/image/FC351R?countryISOCode=01,24-599-71-09
FC352R,None,"VALVE XS Nerve- and Vessel Hook, 385 mm (15 1/4""), jaw depth: 9 mm",https://products.api.bbraun.io/api/image/FC352R?countryISOCode=01,24-599-75-09
FC356R,None,"VALVE XS Magnetic Needle Finder, 370 mm (14 1/2""), work. length: 260 mm, Ø 6 mm",https://products.api.bbraun.io/api/image/FC356R?countryISOCode=01,24-599-88-07
FC358R,None,"VALVE XS Suture Catcher, 390 mm (15 3/8""), work. length: 280 mm",https://products.api.bbraun.io/api/image/FC358R?countryISOCode=01,24-599-83-07
FC360R,None,None,None,24-200-00-07
FC370R,None,"VALVE XS Dissecting Scissors, curved, 15 °, 420 mm (16 1/2""), work. length: 285 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC370R?countryISOCode=01,24-599-03-04
FC371R,None,"VALVE XS Dissecting Scissors, curved, 30 °, 420 mm (16 1/2""), work. length: 285 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC371R?countryISOCode=01,24-599-06-04
FC372R,None,"VALVE XS Dissecting Scissors, curved, 30 °, 410 mm (16 1/8""), work. length: 270 mm, Ø 5 mm, jaw length: 10 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC372R?countryISOCode=01,24-599-12-04
FC373R,None,"VALVE XS Dissecting Scissors, curved, 70 °, 420 mm (16 1/2""), work. length: 280 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC373R?countryISOCode=01,24-599-09-04
FC374R,None,"POTTS-DIETHRICH VALVE XS Dissecting Scissors, angled, 45 °, 405 mm (16""), work. length: 265 mm, Ø 3.50 mm, jaw length: 13 mm, sharp/sharp",https://products.api.bbraun.io/api/image/FC374R?countryISOCode=01,24-599-15-04
FC375R,None,None,None,24-599-18-04
FC378R,None,"VALVE XS Needle Holder, TC, straight, 415 mm (16 1/4""), Ø 5 mm, work. length: 275 mm, jaw: serrated, jaw length: 8 mm, jaw width 3 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC378R?countryISOCode=01,24-599-22-04
FC379R,None,"VALVE XS Needle Holder, TC, curved, 415 mm (16 1/4""), Ø 5 mm, work. length: 275 mm, jaw: serrated, jaw length: 8 mm, jaw width 3 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC379R?countryISOCode=01,24-599-25-04
FC380R,None,"VALVE XS Needle Holder, TC, curved, 415 mm (16 1/4""), Ø 5 mm, work. length: 275 mm, jaw: serrated, jaw length: 8 mm, jaw width 2 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC380R?countryISOCode=01,24-599-32-04
FC381R,None,"VALVE XS Needle Holder, TC, straight, 415 mm (16 1/4""), Ø 5 mm, work. length: 275 mm, jaw: serrated, RYDER type, jaw length: 7 mm, jaw width 1.50 mm, round handle, with ratchet, for suture up to 5/0",https://products.api.bbraun.io/api/image/FC381R?countryISOCode=01,24-599-28-04
FC382R,None,"VALVE XS Needle Holder, TC, curved, 410 mm (16 1/8""), Ø 2.70 mm, work. length: 270 mm, jaw: serrated, mini-jaw, jaw length: 6 mm, jaw width 1.50 mm, round handle, with ratchet, for suture up to 5/0",https://products.api.bbraun.io/api/image/FC382R?countryISOCode=01,24-599-35-04
FC385R,None,"VALVE XS Atraumatic Forceps, straight, 415 mm (16 1/4""), with tubular shaft, work. length: 280 mm, shaft Ø: 5 mm, jaw length: 11 mm, jaw width 1.50 mm, toothing DE BAKEY, double-action",https://products.api.bbraun.io/api/image/FC385R?countryISOCode=01,24-599-45-04
FC386R,None,"VALVE XS Atraumatic Forceps, angled upwards, 45 °, 415 mm (16 1/4""), with tubular shaft, work. length: 280 mm, shaft Ø: 5 mm, jaw length: 15 mm, jaw width 1.50 mm, toothing DE BAKEY, single-action",https://products.api.bbraun.io/api/image/FC386R?countryISOCode=01,24-599-65-04
FC388R,None,"VALVE XS Grasping Forceps, straight, 420 mm (16 1/2""), with tubular shaft, work. length: 280 mm, shaft Ø: 5 mm, jaw length: 16 mm, jaw width 3 mm, toothing RESANO, single-action",https://products.api.bbraun.io/api/image/FC388R?countryISOCode=01,24-599-57-04
FC389R,None,"VALVE XS Atraumatic Forceps, straight, 420 mm (16 1/2""), with tubular shaft, work. length: 280 mm, shaft Ø: 5 mm, jaw length: 11 mm, jaw width 2.80 mm, toothing DE BAKEY, double-action",https://products.api.bbraun.io/api/image/FC389R?countryISOCode=01,24-599-48-04
FC390R,None,"VALVE XS Atraumatic Forceps, straight, 415 mm (16 1/4""), with tubular shaft, malleable shaft, work. length: 280 mm, shaft Ø: 3 mm, jaw length: 11 mm, jaw width 1.50 mm, toothing DE BAKEY, double-action",https://products.api.bbraun.io/api/image/FC390R?countryISOCode=01,24-599-51-04
FC391R,None,None,None,24-599-42-04
FC392R,None,"VALVE XS Knot Pusher Forceps, angled, 45 °, 420 mm (16 1/2""), work. length: 280 mm, shaft Ø: 5 mm, jaw width 4.20 mm, single-action",https://products.api.bbraun.io/api/image/FC392R?countryISOCode=01,24-599-62-04
FC411R,"DE BAKEY ATRAUMATA® Atraumatic Forceps (Ultra-Light Forceps), straight, ultralight, 150 mm (6""), jaw width 1.20 mm, toothing DE BAKEY","Kẹp phẫu tích không chấn thương De Bakey Atraumata, siêu nhẹ, thẳng, ngàm có răng De Bakey, dài 150mm, ngàm rộng 1,20mm",https://products.api.bbraun.io/api/image/FC411R?countryISOCode=01,12-282-16-09
FC412R,"DE BAKEY ATRAUMATA® Atraumatic Forceps (Ultra-Light Forceps), straight, ultralight, 200 mm (7 7/8""), jaw width 1.50 mm, toothing DE BAKEY","Kẹp phẫu tích không chấn thương De Bakey Atraumata, siêu nhẹ, thẳng, ngàm có răng De Bakey, dài 200mm, ngàm rộng 1,50mm",https://products.api.bbraun.io/api/image/FC412R?countryISOCode=01,12-282-20-09
FC413R,"DE BAKEY ATRAUMATA® Atraumatic Forceps (Ultra-Light Forceps), straight, ultralight, 240 mm (9 1/2""), jaw width 1.50 mm, toothing DE BAKEY","Kẹp phẫu tích không chấn thương De Bakey Atraumata, siêu nhẹ, thẳng, ngàm có răng De Bakey, dài 240mm, ngàm rộng 1,50mm",https://products.api.bbraun.io/api/image/FC413R?countryISOCode=01,12-282-24-09
FC418R,"DE BAKEY ATRAUMATA® Atraumatic Forceps (Ultra-Light Forceps), straight, ultralight, 300 mm (11 3/4""), jaw width 1.50 mm, toothing DE BAKEY","Kẹp phẫu tích không chấn thương De Bakey Atraumata, siêu nhẹ, thẳng, ngàm có răng De Bakey, dài 300mm, ngàm rộng 1,50mm",https://products.api.bbraun.io/api/image/FC418R?countryISOCode=01,99-999-99-99
FC420R,None,None,None,24-200-00-07
FC470R,None,"VALVE XS Dissecting Scissors, curved, 15 °, 315 mm (12 3/8""), work. length: 175 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC470R?countryISOCode=01,24-599-01-04
FC471R,None,"VALVE XS Dissecting Scissors, curved, 30 °, 315 mm (12 3/8""), work. length: 175 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC471R?countryISOCode=01,24-599-04-04
FC472R,None,"VALVE XS Dissecting Scissors, curved, 30 °, 300 mm (11 3/4""), work. length: 165 mm, Ø 5 mm, jaw length: 10 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC472R?countryISOCode=01,24-599-10-04
FC473R,None,"VALVE XS Dissecting Scissors, curved, 70 °, 310 mm (12 1/4""), work. length: 175 mm, Ø 5 mm, jaw length: 15 mm, blunt/blunt",https://products.api.bbraun.io/api/image/FC473R?countryISOCode=01,24-599-07-04
FC474R,None,"POTTS-DIETHRICH VALVE XS Dissecting Scissors, angled, 45 °, 295 mm (11 5/8""), work. length: 155 mm, Ø 3.50 mm, jaw length: 13 mm, sharp/sharp",https://products.api.bbraun.io/api/image/FC474R?countryISOCode=01,24-599-13-04
FC475R,None,None,None,24-599-16-04
FC478R,None,"VALVE XS Needle Holder, TC, straight, 305 mm (12""), Ø 5 mm, work. length: 170 mm, jaw: serrated, jaw length: 8 mm, jaw width 3 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC478R?countryISOCode=01,24-599-20-04
FC479R,None,"VALVE XS Needle Holder, TC, curved, 305 mm (12""), Ø 5 mm, work. length: 170 mm, jaw: serrated, jaw length: 8 mm, jaw width 3 mm, round handle, with ratchet, for suture up to 2/0",https://products.api.bbraun.io/api/image/FC479R?countryISOCode=01,24-599-23-04
