code,viet,eng,alternative,brand
FM436R,"Kéo vi phẫu, cong, lưỡi rất mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, curved, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",11-711-18-07,B-Braun
FM437R,"Kéo vi phẫu, gập góc 25°, lưỡi rất mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 25 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",11-400-25-07,B-Braun
FM438R,"Kéo vi phẫu, gập góc 45°, lưỡi rất mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 45 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",11-400-45-07,B-Braun
FM439R,"Kéo vi phẫu, gập góc 60°, lưỡi rất mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 60 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",11-400-60-07,B-Braun
FM440R,"Kéo vi phẫu, gập góc 90°, lưỡi rất mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 90 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",11-400-90-07,B-Braun
FM441R,"Kéo vi phẫu, gập góc 125°, lưỡi rất mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 125 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",11-401-00-07,B-Braun
FM442R,"Kéo vi phẫu, thẳng, lưỡi rất mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, straight, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",11-710-15-07,B-Braun
FM444R,"Kéo vi phẫu, thẳng, lưỡi cực mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, straight, blade length: 7 mm, ultra delicate blade, sharp/sharp, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM451R,"Kéo vi phẫu, gập góc 25°, lưỡi mảnh, một đầu thăm, cán dẹt, dài 165mm","Micro Scissors, angled, 25 °, blade length: 15 mm, 1 blade probe pointed, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM452R,"Kéo vi phẫu, gập góc 45°, lưỡi mảnh, một đầu thăm, cán dẹt, dài 165mm","Micro Scissors, angled, 45 °, blade length: 15 mm, 1 blade probe pointed, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM453R,"Kéo vi phẫu, gập góc 60°, lưỡi mảnh, một đầu thăm, cán dẹt, dài 165mm","Micro Scissors, angled, 60 °, blade length: 15 mm, 1 blade probe pointed, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM454R,"Kéo vi phẫu, gập góc 90°, lưỡi mảnh, một đầu thăm, cán dẹt, dài 165mm","Micro Scissors, angled, 90 °, blade length: 15 mm, 1 blade probe pointed, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM455R,"Kéo vi phẫu, gập góc 125°, lưỡi mảnh, một đầu thăm, cán dẹt, dài 165mm","Micro Scissors, angled, 125 °, blade length: 15 mm, 1 blade probe pointed, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM470R,"Kéo vi phẫu, gập góc 25°, lưỡi mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 25 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM471R,"Kéo vi phẫu, gập góc 45°, lưỡi mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 45 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM472R,"Kéo vi phẫu, gập góc 60°, lưỡi mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 60 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM473R,"Kéo vi phẫu, gập góc 90°, lưỡi mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm, sử dụng cùng GN084, JG883R","Micro Scissors, angled, 90 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM474R,"Kéo vi phẫu, gập góc 125°, lưỡi mảnh, mũi nhọn/nhọn, cán dẹt, dài 165mm","Micro Scissors, angled, 125 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), flat handle",99-999-99-99,B-Braun
FM476R,"Kéo vi phẫu, gập góc 25°, lưỡi mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 25 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-25-07,B-Braun
FM477R,"Kéo vi phẫu, gập góc 45°, lưỡi mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 45 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-45-07,B-Braun
FM478R,"Kéo vi phẫu, gập góc 60°, lưỡi mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 60 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-60-07,B-Braun
FM479R,"Kéo vi phẫu, gập góc 90°, lưỡi mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 90 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-90-07,B-Braun
FM480R,"Kéo vi phẫu, gập góc 125°, lưỡi mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 125 °, blade length: 15 mm, sharp/sharp, 165 mm (6 1/2""), round handle",11-413-00-07,B-Braun
FM481R,"Dụng cụ gặm xương Kerrison Noir, kiểu mảnh, cong lên trên 130°, không có bộ phận đẩy mô, không tháo rời được, dài 280mm, ngàm rộng 4mm, ngàm mở 12mm, sử dụng cùng JF120R","Micro Scissors, curved, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",11-511-18-07,B-Braun
FM482R,"Kéo vi phẫu, gập góc 25°, lưỡi rất mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 25 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-25-07,B-Braun
FM483R,"Kéo vi phẫu, gập góc 45°, lưỡi rất mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 45 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-45-07,B-Braun
FM484R,"Kéo vi phẫu, gập góc 60°, lưỡi rất mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 60 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-60-07,B-Braun
FM485R,"Kéo vi phẫu, gập góc 90°, lưỡi rất mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 90 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",11-412-90-07,B-Braun
FM486R,"Kéo vi phẫu, gập góc 125°, lưỡi rất mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 125 °, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",11-413-00-07,B-Braun
FM488R,"Kéo vi phẫu, thẳng, lưỡi rất mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, straight, blade length: 10 mm, very delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",11-710-15-07,B-Braun
FM489R,"Kéo vi phẫu, gập góc 25°, lưỡi rất mảnh, một đầu thăm, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 25 °, blade length: 10 mm, very delicate blade, 1 blade probe pointed, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM490R,"Kéo vi phẫu, gập góc 45°, lưỡi rất mảnh, một đầu thăm, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 45 °, blade length: 10 mm, very delicate blade, 1 blade probe pointed, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM491R,"Kéo vi phẫu, gập góc 60°, lưỡi rất mảnh, một đầu thăm, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 60 °, blade length: 10 mm, very delicate blade, 1 blade probe pointed, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM492R,"Kéo vi phẫu, gập góc 90°, lưỡi rất mảnh, một đầu thăm, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 90 °, blade length: 10 mm, very delicate blade, 1 blade probe pointed, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM493R,"Kéo vi phẫu, gập góc 125°, lưỡi rất mảnh, một đầu thăm, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 125 °, blade length: 10 mm, very delicate blade, 1 blade probe pointed, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM503R,"Kéo vi phẫu, cong, lưỡi cực mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, curved, blade length: 7 mm, ultra delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM504R,"Kéo vi phẫu, gập góc 25°, lưỡi cực mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 25 °, blade length: 7 mm, ultra delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM505R,"Kéo vi phẫu, gập góc 45°, lưỡi cực mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 45 °, blade length: 7 mm, ultra delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM506R,"Kéo vi phẫu, gập góc 60°, lưỡi cực mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 60 °, blade length: 7 mm, ultra delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM507R,"Kéo vi phẫu, gập góc 90°, lưỡi cực mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 90 °, blade length: 7 mm, ultra delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM508R,"Kéo vi phẫu, gập góc 125°, lưỡi cực mảnh, mũi nhọn/nhọn, cán tròn, dài 165mm","Micro Scissors, angled, 125 °, blade length: 7 mm, ultra delicate blade, sharp/sharp, 165 mm (6 1/2""), round handle",99-999-99-99,B-Braun
FM520R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, có khóa cài, cán kiểu nhíp, màu vàng, dài 120mm, dùng cho chỉ tới 7/0","Dia Dust® Micro Needle Holder, straight, 120 mm (4 3/4""), jaw: tungsten carbide coated, round handle, with ratchet, for suture up to 7/0",20-614-04-07,B-Braun
FM521R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, có khóa cài, cán kiểu nhíp, màu vàng, dài 160mm, dùng cho chỉ tới 7/0","Dia Dust® Micro Needle Holder, straight, 160 mm (6 1/4""), jaw: tungsten carbide coated, round handle, with ratchet, for suture up to 7/0",20-002-15-07,B-Braun
FM522R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, có khóa cài, cán kiểu nhíp, màu vàng, dài 145mm, dùng cho chỉ tới 5/0","Dia Dust® Micro Needle Holder, straight, 145 mm (5 3/4""), jaw: tungsten carbide coated, round handle, with ratchet, for suture up to 5/0",20-030-15-07,B-Braun
FM523R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, có khóa cài, cán kiểu nhíp, màu vàng, dài 160mm, dùng cho chỉ tới 5/0","Dia Dust® Micro Needle Holder, straight, 160 mm (6 1/4""), jaw: tungsten carbide coated, round handle, with ratchet, for suture up to 5/0",20-010-15-07,B-Braun
FM524R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 120mm, dùng cho chỉ tới 7/0","Dia Dust® Micro Needle Holder, straight, 120 mm (4 3/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 7/0",20-614-03-07,B-Braun
FM525R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 160mm, dùng cho chỉ tới 7/0","Dia Dust® Micro Needle Holder, straight, 160 mm (6 1/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 7/0",20-004-15-07,B-Braun
FM526R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 185mm, dùng cho chỉ tới 7/0","Dia Dust® Micro Needle Holder, straight, 185 mm (7 1/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 7/0",20-004-18-07,B-Braun
FM527R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 210mm, dùng cho chỉ tới 7/0","Dia Dust® Micro Needle Holder, straight, 210 mm (8 1/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 7/0",20-012-21-07,B-Braun
FM528R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 145mm, dùng cho chỉ tới 5/0","Dia Dust® Micro Needle Holder, straight, 145 mm (5 3/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 5/0",20-614-03-07,B-Braun
FM529R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 160mm, dùng cho chỉ tới 5/0","Dia Dust® Micro Needle Holder, straight, 160 mm (6 1/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 5/0",20-012-15-07,B-Braun
FM530R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 185mm, dùng cho chỉ tới 5/0","Dia Dust® Micro Needle Holder, straight, 185 mm (7 1/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 5/0",20-012-18-07,B-Braun
FM531R,"Kẹp mang kim vi phẫu Diadust, thẳng, ngàm phủ bụi kim cương, cán tròn, không có khóa cài, cán kiểu nhíp, màu vàng, dài 210mm, dùng cho chỉ tới 5/0","Dia Dust® Micro Needle Holder, straight, 210 mm (8 1/4""), jaw: tungsten carbide coated, round handle, without ratchet, for suture up to 5/0",20-012-21-07,B-Braun
